DATA|ID|HIST\'ORICO|ENTRADA|SA\'IDA|SALDO|ENTRADA ($)|SA\'IDA ($)|BALANÇO
||In\'icio|||0|0|0|0
22/03/2020|da0320|Dalla |390||390|1950|0|0
21/03/2020|3391|Dalla |135||525|675|0|-675
06/03/2020|1|L'jaica||45|480|0|225|-450
06/03/2020|4|Parque Conta Dinheiro ||240|240|0|2160|1710
07/03/2020|6|Barbosa||30|210|0|300|2010
07/03/2020|7|Carlito||30|180|0|270|2280
17/03/2020|11|Parrilha||30|150|0|300|2580
22/03/2020|12|PJ Ret\'ifica||60|90|0|600|3180
